 0.728  0.154
 0.716  0.218
 0.713  0.278
 0.676  0.351
 0.650  0.419
 0.619  0.475
 0.578  0.530
 0.526  0.570
 0.465  0.603
 0.415  0.647
 0.346  0.679
 0.260  0.689
 0.206  0.699
 0.130  0.693
 0.071  0.687
-0.006  0.672
-0.075  0.625
-0.132  0.588
-0.175  0.545
-0.239  0.511
-0.299  0.452
-0.329  0.380
-0.350  0.323
-0.370  0.242
-0.375  0.181
-0.372  0.128
-0.365  0.041
-0.354 -0.021
-0.318 -0.088
-0.275 -0.154
-0.242 -0.217
-0.199 -0.274
-0.134 -0.306
-0.077 -0.346
-0.010 -0.377
 0.059 -0.383
 0.109 -0.405
 0.201 -0.400
 0.269 -0.392
 0.331 -0.381
 0.405 -0.352
 0.466 -0.310
 0.525 -0.293
 0.563 -0.239
 0.614 -0.185
 0.652 -0.134
 0.680 -0.059
 0.709  0.014
 0.728  0.093
 0.736  0.157
 0.914  0.969
 0.894  1.009
 0.900  1.055
 0.889  1.101
 0.861  1.129
 0.844  1.175
 0.799  1.210
 0.785  1.236
 0.730  1.260
 0.693  1.269
 0.660  1.290
 0.622  1.296
 0.596  1.310
 0.543  1.305
 0.493  1.297
 0.460  1.284
 0.414  1.269
 0.372  1.242
 0.340  1.219
 0.312  1.180
 0.292  1.158
 0.268  1.112
 0.254  1.069
 0.244  1.044
 0.218  0.987
 0.241  0.955
 0.239  0.909
 0.253  0.883
 0.275  0.812
 0.291  0.794
 0.313  0.760
 0.357  0.730
 0.383  0.698
 0.410  0.675
 0.457  0.666
 0.493  0.638
 0.558  0.633
 0.574  0.638
 0.635  0.644
 0.660  0.637
 0.700  0.667
 0.739  0.687
 0.771  0.710
 0.813  0.738
 0.835  0.768
 0.864  0.820
 0.887  0.859
 0.880  0.882
 0.890  0.933
 0.915  0.975
 0.602  0.586
 0.594  0.591
 0.587  0.612
 0.585  0.620
 0.566  0.642
 0.565  0.675
 0.540  0.683
 0.551  0.689
 0.521  0.706
 0.513  0.708
 0.504  0.723
 0.465  0.710
 0.450  0.734
 0.429  0.726
 0.412  0.726
 0.404  0.711
 0.365  0.699
 0.371  0.689
 0.353  0.672
 0.336  0.674
 0.328  0.647
 0.311  0.650
 0.317  0.620
 0.303  0.615
 0.295  0.586
 0.297  0.560
 0.313  0.550
 0.307  0.542
 0.312  0.510
 0.327  0.494
 0.334  0.484
 0.351  0.471
 0.362  0.453
 0.383  0.450
 0.407  0.433
 0.411  0.432
 0.438  0.438
 0.449  0.436
 0.469  0.442
 0.489  0.440
 0.505  0.448
 0.520  0.446
 0.529  0.465
 0.546  0.479
 0.570  0.487
 0.588  0.516
 0.576  0.532
 0.587  0.537
 0.600  0.550
 0.595  0.565
 0.951  0.905
 0.938  0.973
 0.925  1.061
 0.915  1.114
 0.867  1.182
 0.834  1.261
 0.778  1.318
 0.717  1.364
 0.672  1.414
 0.602  1.456
 0.530  1.465
 0.451  1.479
 0.374  1.511
 0.298  1.487
 0.229  1.461
 0.150  1.460
 0.075  1.418
 0.009  1.384
-0.034  1.333
-0.097  1.282
-0.155  1.229
-0.184  1.161
-0.212  1.082
-0.224  1.004
-0.227  0.953
-0.228  0.863
-0.229  0.774
-0.211  0.716
-0.177  0.642
-0.138  0.573
-0.095  0.518
-0.044  0.454
 0.010  0.410
 0.074  0.360
 0.149  0.342
 0.218  0.318
 0.290  0.287
 0.376  0.285
 0.438  0.317
 0.525  0.323
 0.603  0.354
 0.663  0.382
 0.720  0.433
 0.778  0.478
 0.831  0.554
 0.871  0.613
 0.899  0.660
 0.936  0.759
 0.952  0.822
 0.948  0.901
 0.544  0.022
 0.537  0.040
 0.536  0.105
 0.510  0.121
 0.492  0.160
 0.483  0.194
 0.458  0.218
 0.424  0.228
 0.401  0.254
 0.358  0.271
 0.342  0.288
 0.304  0.295
 0.271  0.297
 0.239  0.310
 0.190  0.305
 0.157  0.297
 0.127  0.274
 0.103  0.240
 0.078  0.211
 0.048  0.193
 0.023  0.175
 0.014  0.138
-0.011  0.105
-0.006  0.070
-0.030  0.045
-0.023  0.008
-0.020 -0.036
-0.025 -0.066
 0.000 -0.092
 0.022 -0.136
 0.041 -0.185
 0.075 -0.181
 0.094 -0.234
 0.133 -0.228
 0.158 -0.245
