 0.735  0.074
 0.858  0.046
 0.826  0.064
 0.762  0.066
-0.413  0.484
-0.701  0.551
 0.467  0.176
 0.352  0.206
 0.387  0.202
 0.760  0.052
 0.590  0.119
-0.466  0.460
-0.484  0.475
 0.430  0.182
 0.726  0.080
-0.738  0.552
 0.219  0.264
-0.630  0.540
 0.346  0.213
 0.370  0.200
 0.281  0.239
-0.340  0.415
 0.045  0.308
 0.650  0.126
-0.790  0.575
-0.565  0.515
 0.076  0.306
-0.339  0.439
-0.451  0.479
-0.545  0.502
-0.261  0.411
 0.625  0.112
 0.476  0.178
 0.045  0.320
-0.030  0.339
-0.229  0.396
-0.342  0.443
 0.890  0.044
-0.463  0.477
 0.708  0.082
-0.188  0.397
 0.970  0.008
-0.738  0.556
 0.514  0.168
 0.460  0.180
 0.977  0.019
 0.683  0.099
-0.247  0.413
 0.513  0.169
-0.721  0.561
-0.796  0.566
-0.564  0.268
-0.433  0.076
 0.250 -0.872
-0.184 -0.261
 0.265 -0.887
-0.040 -0.464
 0.289 -0.923
-0.363 -0.012
-0.462  0.089
-0.581  0.283
-0.767  0.519
-0.471  0.120
-0.036 -0.458
-0.655  0.369
-0.651  0.390
-0.449  0.110
-0.705  0.458
-0.428  0.059
-0.706  0.462
-0.536  0.212
-0.001 -0.503
-0.238 -0.203
-0.067 -0.432
-0.611  0.298
-0.645  0.364
 0.234 -0.868
-0.699  0.418
 0.239 -0.839
-0.170 -0.307
-0.271 -0.160
-0.122 -0.371
 0.171 -0.773
-0.700  0.446
 0.077 -0.654
-0.791  0.550
-0.322 -0.081
-0.363 -0.054
-0.608  0.311
-0.234 -0.190
 0.082 -0.652
-0.160 -0.312
-0.624  0.346
 0.183 -0.784
-0.559  0.244
 0.130 -0.674
 0.023 -0.566
 0.172 -0.779
-0.485  0.118
-0.571  0.269
 0.307  0.868
 0.309  0.599
 0.307 -0.347
 0.314 -0.754
 0.316 -0.036
 0.300  0.593
 0.299 -0.516
 0.304  0.376
 0.317  0.208
 0.308  0.277
 0.319  0.386
 0.304 -0.094
 0.308 -0.489
 0.306  0.794
 0.317 -0.887
 0.319  0.523
 0.311 -0.938
 0.304 -0.283
 0.316 -0.789
 0.313 -0.479
 0.303 -0.904
 0.321 -0.849
 0.312  0.138
 0.310  0.559
 0.296 -0.741
 0.302 -0.617
 0.316 -0.522
 0.312 -0.894
 0.309 -0.256
 0.306  0.501
 0.308 -0.673
 0.310  0.175
 0.309  0.129
 0.307 -0.329
 0.301  0.158
 0.299 -0.220
 0.302 -0.287
 0.307  0.457
 0.310 -0.894
 0.306 -0.707
 0.314 -0.830
 0.314 -0.703
 0.300 -0.680
 0.300 -0.466
 0.310  0.320
 0.299 -0.713
 0.310  0.435
 0.295 -0.229
 0.313  0.530
 0.309 -0.465
-0.317  0.082
-0.094  0.380
-0.263  0.173
 0.175  0.766
-0.568 -0.243
-0.458 -0.126
-0.679 -0.418
-0.206  0.227
-0.655 -0.373
 0.201  0.781
 0.076  0.640
 0.277  0.907
 0.266  0.897
-0.049  0.453
 0.162  0.759
 0.082  0.634
-0.596 -0.299
-0.488 -0.145
-0.304  0.136
-0.089  0.396
 0.035  0.570
-0.800 -0.592
-0.728 -0.474
-0.387  0.002
-0.657 -0.377
 0.215  0.814
 0.207  0.821
 0.235  0.845
-0.044  0.458
-0.321  0.100
-0.782 -0.558
-0.478 -0.138
-0.657 -0.375
 0.139  0.720
-0.769 -0.513
-0.485 -0.155
-0.422 -0.068
-0.449 -0.074
 0.028  0.571
-0.285  0.127
 0.170  0.756
 0.135  0.709
-0.634 -0.329
-0.213  0.242
-0.198  0.247
-0.308  0.110
-0.071  0.438
-0.686 -0.424
-0.015  0.511
-0.380 -0.009
-0.074 -0.360
 0.293 -0.223
-0.768 -0.569
 0.021 -0.308
 0.162 -0.280
 0.154 -0.274
-0.667 -0.541
-0.557 -0.499
-0.760 -0.577
 0.788 -0.069
-0.237 -0.401
-0.659 -0.535
-0.503 -0.476
-0.209 -0.390
-0.602 -0.519
 0.651 -0.099
-0.284 -0.423
 0.060 -0.308
 0.283 -0.246
-0.274 -0.423
 0.290 -0.233
 0.497 -0.158
-0.267 -0.408
-0.083 -0.368
 0.744 -0.069
 0.610 -0.133
 0.523 -0.153
-0.798 -0.581
-0.629 -0.531
-0.553 -0.515
 0.158 -0.280
 0.722 -0.093
-0.662 -0.544
 0.054 -0.313
-0.174 -0.391
-0.102 -0.366
 0.056 -0.296
 0.484 -0.162
 0.745 -0.067
-0.409 -0.449
 0.917 -0.023
 0.930 -0.023
 0.537 -0.160
-0.340 -0.433
 0.312 -0.238
-0.641 -0.533
 0.899 -0.034
 0.514 -0.145
 0.603 -0.139
 0.654 -0.112
-0.806  0.179
 0.909 -0.862
-0.733  0.690
-0.968  0.843
 0.450  0.747
-0.847 -0.048
 0.155  0.409
-0.453 -0.237
-0.153 -0.724
 0.399 -0.629
 0.181  0.837
 0.847 -0.221
 0.790  0.845
-0.649  0.137
-0.238  0.088
 0.960  0.702
 0.559  0.786
-0.210  0.852
-0.012  0.862
 0.904 -0.126
 0.887 -0.905
 0.683  0.013
-0.614 -0.990
-0.752 -0.151
-0.216  0.210
-0.680  0.641
-0.084  0.683
-0.071  0.826
 0.439  0.084
-0.498 -0.076
 0.442  0.078
-0.229  0.853
 0.708 -0.703
 0.170 -0.706
 0.952 -0.801
 0.427  0.696
-0.108  0.487
 0.204  0.026
-0.896  0.567
 0.179  0.780
-0.747  0.151
 0.141 -0.995
 0.258 -0.948
-0.751 -0.603
-0.274 -0.589
 0.831  0.793
 0.020  0.595
-0.242  0.869
 0.017  0.755
-0.587  0.147
 0.502 -0.335
 0.358 -0.345
-0.012  0.909
-0.581  0.020
-0.024  0.689
 0.166 -0.959
 0.988  0.462
 0.429  0.374
-0.758  0.447
 0.097 -0.624
-0.131 -0.248
-0.532 -0.780
 0.594 -0.854
-0.773 -0.806
 0.939  0.377
-0.371 -0.943
 0.393  0.521
 0.216 -0.061
-0.464 -0.683
 0.969 -0.243
 0.890  0.361
 0.780  0.216
 0.138 -0.423
-0.640 -0.609
-0.435 -0.582
 0.724 -0.498
 0.507 -0.995
-0.364 -0.812
 0.884  0.154
 0.544 -0.636
-0.067  0.482
-0.113 -0.303
 0.916 -0.165
-0.360 -0.334
 0.711  0.114
-0.237  0.429
-0.280  0.764
 0.834 -0.978
-0.442 -0.609
 0.486  0.304
-0.493  0.171
 0.525 -0.557
 0.347  0.965
 0.713 -0.047
-0.284 -0.397
-0.728 -0.387
 0.392  0.541
-0.571 -0.619
 0.210 -0.496
-0.754 -0.641
-0.241 -0.765
-0.462  0.510
-0.626  0.029
 0.954  0.180
-0.782  0.058
-0.682  0.097
-0.162  0.720
-0.701  0.653
-0.059  0.713
 0.835  0.013
-0.664 -0.113
 0.101  0.832
 0.764 -0.487
-0.262 -0.627
-0.206 -0.905
 0.368 -0.913
-0.680 -0.548
-0.565  0.374
 0.157  0.645
 0.651 -0.479
-0.478  0.015
 0.487  0.297
 0.613  0.395
 0.017  0.501
-0.293  0.110
-0.345  0.433
 0.887 -0.762
-0.344 -0.597
 0.281  0.575
 0.349  0.314
-0.714  0.427
 0.473  0.584
 0.387  0.217
 0.793 -0.228
-0.327 -0.919
 0.394  0.021
 0.360 -0.008
 0.568 -0.112
-0.096  0.330
-0.553 -0.257
 0.541  0.473
 0.396  0.439
-0.237 -0.240
-0.006 -0.622
-0.430  0.996
-0.974  0.490
 0.297  0.232
 0.809 -0.508
 0.369  0.767
-0.026 -0.130
 0.560  0.981
 0.300 -0.885
 0.502  0.351
 0.870  0.171
-0.140  0.224
-0.520 -0.294
-0.781 -0.288
 0.821  0.071
 0.038  0.217
 0.914  0.825
 0.567 -0.465
 0.607 -0.875
-0.990  0.677
 0.653 -0.770
-0.078 -0.853
-0.835  0.969
 0.546 -0.764
 0.356 -0.614
-0.342  0.311
 0.704 -0.189
 0.561  0.014
-0.636 -0.347
-0.768 -0.917
-0.842  0.445
-0.921 -0.354
 0.612 -0.155
 0.417  0.077
-0.066  0.126
 0.079  0.236
 0.542 -0.083
-0.855 -0.120
-0.629  0.108
-0.739  0.398
-0.350 -0.942
-0.966 -0.842
-0.848  0.392
 0.606 -0.677
 0.140  0.290
-0.730  0.606
 0.117  0.737
 0.241 -0.385
-0.918  0.504
 0.065  0.836
 0.843  0.136
-0.887 -0.956
 0.103  0.744
 0.507  0.299
-0.939 -0.110
-0.901  0.561
-0.111  0.023
 0.211 -0.353
 0.701 -0.441
-0.108 -0.258
 0.571 -0.603
-0.202 -0.406
-0.043  0.098
-0.278 -0.870
 0.208 -0.609
-0.780  0.929
 0.184  0.461
 0.111 -0.951
 0.955  0.313
 0.238  0.742
 0.354 -0.217
 0.844  0.082
-0.519  0.360
-0.423  0.434
 0.202  0.580
 0.945  0.419
-0.521 -0.864
-0.046  0.389
-0.511  0.619
 0.004  0.511
-0.316 -0.202
-0.324  0.138
 0.626  0.114
-0.504  0.971
 0.216 -0.057
 0.243 -0.790
 0.364 -0.776
 0.266 -0.835
 0.617  0.887
 0.606  0.379
 0.956  0.179
-0.584  0.961
 0.639  0.304
-0.016 -0.732
 0.435 -0.723
-0.047 -0.579
 0.158 -0.025
 0.679 -0.036
 0.194  0.762
-0.395 -0.805
 0.550  0.741
 0.160 -0.412
-0.303 -0.175
 0.224  0.253
 0.567 -0.350
 0.244  0.235
-0.693  0.883
